date,meantemp,humidity,wind_speed,meanpressure,year,month,day,dayofweek,quarter,is_weekend,humidity_pressure_ratio,temp_diff,pressure_diff,humidity_diff,meantemp_rolling_3,meantemp_rolling_7,humidity_rolling_3,humidity_rolling_7,wind_speed_rolling_3,wind_speed_rolling_7,meanpressure_rolling_3,meanpressure_rolling_7,temp_category
2013-01-13,15.833333333333334,75.16666666666667,4.633333333333334,1013.3333333333334,2013,1,13,6,1,1,0.07417763157894737,1.833333333333334,-2.238095238095184,1.1666666666666714,15.182539682539684,12.343537414965985,66.81746031746032,65.1452380952381,9.477777777777778,8.82517006802721,1015.0158730158731,1016.6326530612243,mild
2013-01-14,12.833333333333334,88.16666666666667,0.6166666666666667,1015.1666666666666,2013,1,14,0,1,0,0.08684945000820884,-3.0,1.8333333333332575,13.0,14.222222222222223,13.17687074829932,79.11111111111111,66.51190476190477,6.159523809523809,8.013265306122449,1014.6904761904761,1015.9421768707482,cold
2013-01-15,14.714285714285714,71.85714285714286,0.5285714285714286,1015.8571428571428,2013,1,15,1,1,0,0.07073548024187878,1.8809523809523796,0.6904761904761472,-16.30952380952381,14.46031746031746,14.01360544217687,78.3968253968254,67.67517006802721,1.9261904761904765,7.068367346938776,1014.7857142857142,1015.5340136054422,cold
2013-01-16,13.833333333333334,86.66666666666667,0.0,1016.6666666666666,2013,1,16,2,1,0,0.08524590163934427,-0.8809523809523796,0.8095238095238528,14.80952380952381,13.793650793650793,13.989795918367347,82.23015873015873,72.73469387755102,0.3817460317460317,5.282653061224489,1015.8968253968254,1015.486394557823,cold
2013-01-17,16.5,80.83333333333333,5.250000000000001,1015.8333333333334,2013,1,17,3,1,0,0.07957342083675142,2.666666666666666,-0.8333333333332575,-5.833333333333343,15.015873015873018,14.77551020408163,79.78571428571429,75.42517006802721,1.9261904761904765,4.975510204081632,1016.1190476190476,1015.5102040816328,mild
2013-01-18,13.833333333333334,92.16666666666669,8.950000000000001,1014.5,2013,1,18,4,1,0,0.09084935107606376,-2.666666666666666,-1.3333333333333712,11.333333333333357,14.722222222222223,14.506802721088436,86.55555555555556,81.26530612244899,4.733333333333334,4.743877551020409,1015.6666666666666,1015.2755102040817,cold
2013-01-19,12.5,76.66666666666667,5.883333333333333,1021.6666666666666,2013,1,19,5,1,1,0.07504078303425776,-1.333333333333334,7.166666666666629,-15.500000000000014,14.277777777777779,14.292517006802722,83.22222222222223,81.64625850340136,6.6944444444444455,3.6945578231292524,1017.3333333333334,1016.1462585034013,cold
2013-01-20,11.285714285714286,75.28571428571429,8.471428571428572,1020.2857142857144,2013,1,20,6,1,1,0.07378885466255951,-1.2142857142857135,-1.3809523809521806,-1.3809523809523796,12.53968253968254,13.642857142857142,81.37301587301589,81.66326530612244,7.768253968253968,4.242857142857143,1018.8174603174602,1017.139455782313,cold
2013-01-21,11.2,77.0,2.22,1021.0,2013,1,21,0,1,0,0.07541625857002938,-0.08571428571428719,0.7142857142855519,1.7142857142857082,11.66190476190476,13.409523809523808,76.31746031746032,80.06802721088437,5.524920634920634,4.471904761904762,1020.9841269841269,1017.9727891156463,cold
2013-01-22,9.5,79.66666666666667,3.083333333333333,1021.8,2013,1,22,1,1,0,0.07796698636393294,-1.6999999999999993,0.7999999999999545,2.6666666666666714,10.661904761904761,12.664625850340135,77.31746031746032,81.18367346938776,4.5915873015873006,4.83687074829932,1021.0285714285715,1018.821768707483,cold
2013-01-23,14.0,60.16666666666666,4.016666666666667,1020.5,2013,1,23,2,1,0,0.058958027110893346,4.5,-1.2999999999999545,-19.500000000000014,11.566666666666668,12.688435374149659,72.27777777777777,77.39795918367348,3.106666666666666,5.410680272108843,1021.1,1019.3693877551021,cold
2013-01-24,13.833333333333334,60.66666666666666,6.166666666666667,1020.5,2013,1,24,3,1,0,0.05944798301486199,-0.16666666666666607,0.0,0.5,12.444444444444445,12.30748299319728,66.83333333333333,74.51700680272108,4.422222222222222,5.541632653061225,1020.9333333333334,1020.0360544217687,cold
2013-01-25,12.25,67.0,5.55,1020.75,2013,1,25,4,1,0,0.06563801126622582,-1.583333333333334,0.25,6.333333333333343,13.361111111111112,12.081292517006803,62.61111111111111,70.921768707483,5.2444444444444445,5.055918367346939,1020.5833333333334,1020.9289115646259,cold
2013-01-26,12.666666666666666,64.16666666666667,6.800000000000001,1019.6666666666666,2013,1,26,5,1,1,0.06292906178489703,0.4166666666666661,-1.0833333333333712,-2.8333333333333286,12.916666666666666,12.105102040816325,63.944444444444436,69.1360544217687,6.172222222222222,5.186870748299319,1020.3055555555555,1020.6431972789115,cold
2013-01-27,12.857142857142858,65.57142857142857,5.557142857142857,1018.1428571428572,2013,1,27,6,1,1,0.06440297460362003,0.19047619047619158,-1.5238095238094047,1.404761904761898,12.59126984126984,12.329591836734693,65.57936507936508,67.74829931972789,5.969047619047618,4.770544217687075,1019.5198412698413,1020.337074829932,cold
2013-01-28,14.833333333333334,56.0,3.7,1017.8333333333334,2013,1,28,0,1,0,0.055018830849844436,1.9761904761904763,-0.30952380952385283,-9.57142857142857,13.45238095238095,12.848639455782314,61.91269841269841,64.74829931972789,5.352380952380952,4.9819727891156464,1018.5476190476192,1019.8846938775511,cold
2013-01-29,14.125,65.5,3.2375,1016.625,2013,1,29,1,1,0,0.0644288700356572,-0.7083333333333339,-1.2083333333333712,9.5,13.938492063492063,13.509353741496598,62.357142857142854,62.724489795918366,4.164880952380952,5.003996598639456,1017.5337301587302,1019.1454081632653,cold
2013-01-30,14.714285714285714,70.42857142857143,1.0571428571428572,1017.8571428571428,2013,1,30,2,1,0,0.06919298245614036,0.5892857142857135,1.232142857142776,4.928571428571431,14.557539682539684,13.61139455782313,63.97619047619048,64.19047619047619,2.6648809523809516,4.581207482993198,1017.438492063492,1018.7678571428571,cold
2013-01-31,16.2,65.6,2.96,1018.4,2013,1,31,3,1,0,0.06441476826394343,1.4857142857142858,0.5428571428572013,-4.828571428571436,15.013095238095238,13.949489795918367,67.17619047619047,64.8952380952381,2.418214285714285,4.12311224489796,1017.6273809523809,1018.467857142857,mild
2013-02-01,16.0,73.0,2.22,1016.0,2013,2,1,4,1,0,0.0718503937007874,-0.1999999999999993,-2.3999999999999773,7.400000000000006,15.638095238095238,14.485204081632654,69.67619047619047,65.75238095238095,2.079047619047618,3.6473979591836736,1017.4190476190475,1017.7892857142857,mild
2013-02-02,16.285714285714285,77.57142857142857,1.3285714285714287,1017.1428571428572,2013,2,2,5,1,1,0.07626404494382022,0.2857142857142847,1.142857142857224,4.571428571428569,16.16190476190476,15.002210884353742,72.05714285714285,67.66734693877551,2.169523809523809,2.865765306122449,1017.1809523809525,1017.4287414965986,mild
2013-02-03,18.0,65.57142857142857,1.8571428571428568,1015.2857142857144,2013,2,3,6,1,1,0.06458421274799492,1.7142857142857153,-1.857142857142776,-12.0,16.761904761904763,15.736904761904762,72.04761904761904,67.66734693877551,1.8019047619047612,2.3371938775510204,1016.1428571428572,1017.0205782312925,mild
2013-02-04,17.428571428571427,74.28571428571429,11.114285714285714,1014.5714285714286,2013,2,4,0,1,0,0.07321881160236554,-0.571428571428573,-0.7142857142858929,8.714285714285722,17.238095238095237,16.10765306122449,72.47619047619047,70.2795918367347,4.766666666666666,3.396377551020408,1015.6666666666666,1016.5545918367346,mild
2013-02-05,16.625,92.375,9.725,1016.375,2013,2,5,1,1,0,0.09088672979953265,-0.803571428571427,1.8035714285714448,18.089285714285708,17.351190476190478,16.464795918367347,77.41071428571429,74.1188775510204,7.56547619047619,4.323163265306122,1015.4107142857143,1016.5188775510204,mild
2013-02-06,16.666666666666668,71.33333333333333,8.633333333333333,1018.6666666666666,2013,2,6,2,1,0,0.0700261780104712,0.04166666666666785,2.2916666666666288,-21.04166666666667,16.90674603174603,16.743707482993194,79.3313492063492,74.24812925170068,9.824206349206348,5.4054761904761905,1016.5376984126984,1016.6345238095238,mild
2013-02-07,15.6,59.4,10.74,1018.6,2013,2,7,3,1,0,0.05831533477321814,-1.0666666666666682,-0.06666666666660603,-11.93333333333333,16.297222222222224,16.657993197278913,74.36944444444444,73.3624149659864,9.699444444444444,6.516904761904762,1017.8805555555556,1016.6630952380954,mild
2013-02-08,14.0,70.42857142857143,9.257142857142856,1017.1428571428572,2013,2,8,4,1,0,0.06924157303370786,-1.5999999999999996,-1.4571428571427987,11.028571428571432,15.422222222222222,16.372278911564624,67.05396825396825,72.99506802721088,9.543492063492062,7.522210884353742,1018.1365079365081,1016.8263605442178,cold
2013-02-09,15.428571428571429,61.285714285714285,9.257142857142856,1016.8571428571428,2013,2,9,5,1,1,0.06026973869064344,1.4285714285714288,-0.2857142857144481,-9.142857142857146,15.009523809523808,16.24982993197279,63.7047619047619,70.66853741496598,9.751428571428571,8.654863945578231,1017.5333333333333,1016.7855442176871,mild
2013-02-10,15.25,71.5,3.475,1017.125,2013,2,10,6,1,1,0.07029617795256236,-0.17857142857142883,0.26785714285722406,10.214285714285715,14.892857142857144,15.856972789115646,67.73809523809524,71.51547619047619,7.329761904761905,8.885986394557824,1017.0416666666666,1017.048299319728,mild
2013-02-11,15.875,70.5,5.325,1016.5,2013,2,11,0,1,0,0.06935563207083129,0.625,-0.625,-1.0,15.517857142857144,15.635034013605443,67.76190476190476,70.97465986394558,6.019047619047619,8.058945578231292,1016.8273809523808,1017.3238095238096,mild
2013-02-12,15.333333333333334,70.33333333333333,7.416666666666667,1017.5,2013,2,12,1,1,0,0.06912366912366912,-0.5416666666666661,1.0,-0.1666666666666714,15.486111111111112,15.450510204081633,70.77777777777777,67.82585034013604,5.405555555555555,7.729183673469388,1017.0416666666666,1017.4845238095239,mild
2013-02-13,16.285714285714285,70.14285714285714,6.085714285714287,1016.0,2013,2,13,2,1,0,0.06903824521934758,0.9523809523809508,-1.5,-0.1904761904761898,15.831349206349207,15.396088435374148,70.32539682539682,67.65578231292517,6.275793650793651,7.365238095238096,1016.6666666666666,1017.1035714285715,mild
2013-02-14,17.333333333333332,63.833333333333336,4.333333333333333,1014.1666666666666,2013,2,14,3,1,0,0.06294165981922761,1.0476190476190474,-1.8333333333333712,-6.309523809523803,16.317460317460316,15.643707482993197,68.1031746031746,68.28911564625851,5.945238095238095,6.45,1015.888888888889,1016.470238095238,mild
2013-02-15,19.166666666666668,65.33333333333333,10.183333333333335,1011.6666666666666,2013,2,15,4,1,0,0.06457990115321252,1.8333333333333357,-2.5,1.499999999999993,17.595238095238095,16.381802721088434,66.43650793650794,67.56122448979592,6.867460317460318,6.582312925170068,1013.9444444444445,1015.6879251700681,mild
2013-02-16,14.428571428571429,92.71428571428572,8.485714285714286,1008.0,2013,2,16,5,1,1,0.09197845804988664,-4.738095238095239,-3.6666666666666288,27.380952380952394,16.976190476190478,16.23894557823129,73.96031746031747,72.05102040816327,7.667460317460318,6.4721088435374154,1011.2777777777778,1014.422619047619,cold
2013-02-17,13.666666666666666,90.0,0.0,1012.6666666666666,2013,2,17,6,1,1,0.08887425938117183,-0.7619047619047628,4.666666666666629,-2.7142857142857224,15.753968253968255,16.012755102040817,82.68253968253968,74.6938775510204,6.223015873015872,5.9756802721088444,1010.7777777777777,1013.7857142857143,cold
2013-02-18,15.6,78.4,12.220000000000002,1016.2,2013,2,18,0,1,0,0.07715016728990357,1.9333333333333336,3.5333333333334167,-11.599999999999994,14.565079365079365,15.9734693877551,87.03809523809525,75.82244897959184,6.901904761904762,6.960680272108844,1012.2888888888889,1013.7428571428571,mild
2013-02-19,15.857142857142858,82.0,5.814285714285715,1015.7142857142856,2013,2,19,1,1,0,0.08073136427566809,0.257142857142858,-0.4857142857144936,3.5999999999999943,15.04126984126984,16.048299319727892,83.46666666666667,77.4891156462585,6.011428571428572,6.731768707482994,1014.8603174603173,1013.4877551020408,mild
2013-02-20,17.714285714285715,74.71428571428571,5.814285714285715,1017.0,2013,2,20,2,1,0,0.0734653743503301,1.8571428571428577,1.2857142857144481,-7.285714285714292,16.39047619047619,16.252380952380953,78.37142857142857,78.14217687074829,7.949523809523811,6.692993197278912,1016.3047619047619,1013.6306122448979,mild
2013-02-21,20.0,67.28571428571429,6.614285714285714,1015.4285714285714,2013,2,21,3,1,0,0.06626336522228475,2.2857142857142847,-1.5714285714285552,-7.428571428571416,17.857142857142858,16.633333333333333,74.66666666666667,78.63537414965988,6.08095238095238,7.018843537414967,1016.0476190476189,1013.8108843537415,mild
2013-02-22,20.5,65.625,10.875000000000002,1016.0,2013,2,22,4,1,0,0.06459153543307086,0.5,0.5714285714285552,-1.6607142857142918,19.404761904761905,16.823809523809526,69.20833333333333,78.67704081632652,7.767857142857143,7.11765306122449,1016.1428571428572,1014.4299319727891,mild
2013-02-23,17.428571428571427,74.85714285714286,9.257142857142856,1017.0,2013,2,23,5,1,1,0.07360584351734795,-3.071428571428573,1.0,9.232142857142861,19.30952380952381,17.252380952380953,69.25595238095238,76.12602040816327,8.91547619047619,7.227857142857142,1016.1428571428572,1015.7156462585034,mild
2013-02-24,16.857142857142858,78.85714285714286,7.400000000000001,1018.8571428571428,2013,2,24,6,1,1,0.07739764441951767,-0.5714285714285694,1.857142857142776,4.0,18.261904761904763,17.708163265306123,73.11309523809524,74.5341836734694,9.177380952380952,8.285,1017.2857142857142,1016.6000000000001,mild
2013-02-25,16.875,72.875,4.6375,1018.25,2013,2,25,0,1,0,0.07156886815615025,0.01785714285714235,-0.6071428571427759,-5.982142857142861,17.053571428571427,17.89030612244898,75.52976190476191,73.74489795918369,7.098214285714285,7.201785714285715,1018.0357142857142,1016.8928571428571,mild
2013-02-26,17.857142857142858,70.0,17.587500000000002,1015.1428571428572,2013,2,26,1,1,0,0.06895581198986771,0.9821428571428577,-3.107142857142776,-2.875,17.196428571428573,18.176020408163264,73.91071428571429,72.03061224489797,9.875000000000002,8.883673469387755,1017.4166666666666,1016.8112244897959,mild
2013-02-27,20.8,57.2,6.660000000000001,1015.2,2013,2,27,2,1,0,0.05634357762017336,2.942857142857143,0.05714285714282141,-12.799999999999997,18.510714285714286,18.616836734693873,66.69166666666666,69.52857142857142,9.628333333333334,9.004489795918369,1016.197619047619,1016.554081632653,mild
2013-02-28,19.428571428571427,52.85714285714285,12.957142857142856,1017.4285714285714,2013,2,28,3,1,0,0.05195169896096601,-1.3714285714285737,2.2285714285713993,-4.342857142857156,19.361904761904764,18.535204081632653,60.01904761904762,67.46734693877552,12.40154761904762,9.91061224489796,1015.9238095238096,1016.8397959183674,mild
2013-03-01,17.333333333333332,49.333333333333336,24.066666666666663,1016.3333333333334,2013,3,1,4,1,0,0.04854050508363398,-2.095238095238095,-1.0952380952380736,-3.5238095238095113,19.187301587301587,18.0828231292517,53.13015873015873,65.13996598639456,14.561269841269839,11.79513605442177,1016.3206349206349,1016.8874149659863,mild
2013-03-02,19.0,54.0,15.725,1016.25,2013,3,2,5,1,1,0.053136531365313655,1.6666666666666679,-0.08333333333337123,4.666666666666664,18.587301587301585,18.30731292517007,52.063492063492056,62.160374149659866,17.582936507936505,12.719115646258503,1016.670634920635,1016.7802721088435,mild
2013-03-03,19.33333333333333,62.833333333333336,8.633333333333333,1016.1666666666666,2013,3,3,6,1,1,0.061833688699360345,0.3333333333333286,-0.08333333333337123,8.833333333333336,18.555555555555554,18.661054421768707,55.38888888888889,59.87125850340136,16.141666666666662,12.89530612244898,1016.25,1016.395918367347,mild
2013-03-04,17.6,71.0,5.5600000000000005,1015.8,2013,3,4,0,1,0,0.06989564874975389,-1.7333333333333272,-0.36666666666667425,8.166666666666664,18.644444444444442,18.764625850340135,62.61111111111111,59.60340136054422,9.972777777777777,13.027091836734693,1016.0722222222221,1016.0459183673469,mild
2013-03-05,20.875,61.875,4.1625000000000005,1016.375,2013,3,5,1,1,0,0.060878120772352724,3.2749999999999986,0.5750000000000455,-9.125,19.269444444444442,19.195748299319725,65.2361111111111,58.44268707482993,6.118611111111111,11.10923469387755,1016.1138888888887,1016.2219387755102,mild
2013-03-06,20.857142857142858,65.28571428571429,6.871428571428573,1015.7142857142856,2013,3,6,2,1,0,0.06427566807313645,-0.01785714285714235,-0.6607142857144481,3.410714285714292,19.777380952380952,19.20391156462585,66.05357142857143,59.597789115646265,5.531309523809525,11.139438775510202,1015.9630952380952,1016.2954081632653,mild
2013-03-07,23.428571428571427,57.142857142857146,8.728571428571428,1015.2857142857144,2013,3,7,3,1,0,0.05628253834247924,2.5714285714285694,-0.42857142857110375,-8.142857142857146,21.72023809523809,19.775340136054417,61.43452380952382,60.21003401360544,6.587500000000001,10.53535714285714,1015.7916666666666,1015.9892857142858,mild
2013-03-08,24.166666666666668,44.833333333333336,7.1000000000000005,1014.8333333333334,2013,3,8,4,1,0,0.0441780259484316,0.7380952380952408,-0.4523809523810769,-12.30952380952381,22.817460317460316,20.751530612244895,55.75396825396825,59.5671768707483,7.566666666666666,8.111547619047618,1015.2777777777778,1015.775,mild
2013-03-09,25.428571428571427,49.71428571428572,5.285714285714286,1009.2857142857144,2013,3,9,5,1,1,0.04925690021231423,1.2619047619047592,-5.547619047618923,4.880952380952387,24.34126984126984,21.669897959183675,50.56349206349207,58.95493197278912,7.038095238095238,6.6202210884353745,1013.1349206349208,1014.7801020408164,hot
2013-03-10,23.142857142857142,57.57142857142857,4.228571428571429,1008.0,2013,3,10,6,1,1,0.057114512471655325,-2.2857142857142847,-1.2857142857144481,7.857142857142847,24.246031746031747,22.214115646258502,50.706349206349216,58.20323129251701,5.538095238095238,5.9909693877551025,1010.7063492063493,1013.6134353741497,mild
2013-03-11,24.0,66.33333333333333,0.9333333333333332,1011.1666666666666,2013,3,11,0,1,0,0.06560079116532058,0.8571428571428577,3.1666666666666288,8.76190476190476,24.19047619047619,23.128401360544217,57.87301587301587,57.536564625850346,3.482539682539682,5.330017006802721,1009.4841269841269,1012.9515306122448,mild
2013-03-12,23.5,62.5,4.933333333333334,1011.5,2013,3,12,1,1,0,0.061789421651013345,-0.5,0.33333333333337123,-3.8333333333333286,23.547619047619047,23.503401360544217,62.13492063492063,57.62585034013606,3.365079365079365,5.440136054421769,1010.2222222222223,1012.2551020408163,mild
2013-03-13,21.5,70.5,5.55,1009.0,2013,3,13,2,1,0,0.06987115956392467,-2.0,-2.5,8.0,23.0,23.595238095238095,66.44444444444444,58.37074829931972,3.805555555555556,5.251360544217687,1010.5555555555557,1011.2959183673471,mild
2013-03-14,22.33333333333333,61.16666666666666,12.033333333333331,1013.1666666666666,2013,3,14,3,1,0,0.06037177167297252,0.8333333333333286,4.166666666666629,-9.333333333333343,22.444444444444443,23.438775510204078,64.72222222222221,58.945578231292515,7.5055555555555555,5.7234693877551015,1011.2222222222222,1010.9931972789116,mild
2013-03-15,24.166666666666668,45.833333333333336,7.716666666666668,1016.1666666666666,2013,3,15,4,1,0,0.045104149581761524,1.8333333333333393,3.0,-15.333333333333321,22.666666666666668,23.438775510204085,59.166666666666664,59.088435374149654,8.433333333333334,5.811564625850339,1012.7777777777777,1011.1836734693878,mild
2013-03-16,20.33333333333333,67.66666666666667,3.7,1016.1666666666666,2013,3,16,5,1,1,0.06659012629161884,-3.8333333333333393,0.0,21.833333333333336,22.277777777777775,22.710884353741495,58.22222222222222,61.6530612244898,7.816666666666666,5.585034013605442,1015.1666666666666,1012.1666666666666,mild
2013-03-17,22.666666666666668,58.66666666666666,8.95,1015.0,2013,3,17,6,1,1,0.057799671592775034,2.3333333333333393,-1.1666666666666288,-9.000000000000014,22.38888888888889,22.642857142857142,57.388888888888886,61.8095238095238,6.788888888888889,6.259523809523809,1015.7777777777778,1013.1666666666666,mild
2013-03-18,23.428571428571427,58.142857142857146,17.457142857142856,1009.4285714285714,2013,3,18,0,1,0,0.05759977356354373,0.7619047619047592,-5.571428571428555,-0.5238095238095113,22.14285714285714,22.561224489795915,61.49206349206349,60.63945578231293,10.035714285714285,8.620068027210884,1013.531746031746,1012.9183673469388,mild
2013-03-19,22.5,73.66666666666667,10.483333333333333,1011.0,2013,3,19,1,1,0,0.07286515001648533,-0.928571428571427,1.5714285714285552,15.523809523809526,22.865079365079367,22.418367346938773,63.492063492063494,62.23469387755102,12.296825396825396,9.412925170068025,1011.8095238095239,1012.8469387755101,mild
2013-03-20,29.166666666666668,36.333333333333336,6.800000000000001,1009.5,2013,3,20,2,1,0,0.03599141489186066,6.666666666666668,-1.5,-37.333333333333336,25.031746031746028,23.513605442176868,56.04761904761906,57.35374149659864,11.580158730158729,9.591496598639456,1009.9761904761905,1012.9183673469387,hot
2013-03-21,23.83333333333333,58.5,10.5,1008.3333333333334,2013,3,21,3,1,0,0.058016528925619835,-5.333333333333339,-1.1666666666666288,22.166666666666664,25.166666666666668,23.727891156462587,56.16666666666668,56.972789115646265,9.261111111111111,9.372448979591837,1009.6111111111112,1012.2278911564626,mild
2013-03-22,25.25,50.25,9.7125,1006.375,2013,3,22,4,1,0,0.049931685504906224,1.4166666666666714,-1.9583333333333712,-8.25,26.083333333333332,23.882653061224488,48.361111111111114,57.60374149659864,9.004166666666666,9.657568027210884,1008.0694444444445,1010.8290816326531,hot
2013-03-23,27.375,50.125,9.95,1007.625,2013,3,23,5,1,1,0.04974568912045652,2.125,1.25,-0.125,25.48611111111111,24.88860544217687,52.958333333333336,55.097789115646265,10.054166666666665,10.550425170068026,1007.4444444444445,1009.608843537415,hot
2013-03-24,27.0,48.75,10.8875,1010.25,2013,3,24,6,1,1,0.04825538233110616,-0.375,2.625,-1.375,26.541666666666668,25.507653061224488,49.708333333333336,53.68112244897959,10.183333333333334,10.827210884353741,1008.0833333333334,1008.9302721088436,hot
2013-03-25,23.5,45.5,15.9625,1010.625,2013,3,25,0,1,0,0.045021645021645025,-3.5,0.375,-3.25,25.958333333333332,25.517857142857142,48.125,51.875,12.266666666666666,10.613690476190476,1009.5,1009.1011904761906,mild
2013-03-26,24.142857142857142,44.57142857142857,12.957142857142856,1008.8571428571428,2013,3,26,1,1,0,0.04418011894647409,0.6428571428571423,-1.767857142857224,-0.9285714285714306,24.88095238095238,25.752551020408163,46.27380952380952,47.718537414965986,13.269047619047619,10.967091836734694,1009.9107142857142,1008.7950680272108,mild
2013-03-27,21.0,62.0,1.85,1009.0,2013,3,27,2,1,0,0.061446977205153616,-3.1428571428571423,0.14285714285722406,17.42857142857143,22.88095238095238,24.5858843537415,50.69047619047618,51.38520408163265,10.256547619047618,10.259948979591837,1009.4940476190476,1008.7236394557823,mild
2013-03-28,22.428571428571427,62.71428571428572,7.4142857142857155,1009.5714285714286,2013,3,28,3,1,0,0.06211971133437103,1.428571428571427,0.5714285714285552,0.7142857142857224,22.523809523809522,24.38520408163265,56.42857142857142,51.98724489795918,7.4071428571428575,9.819132653061226,1009.142857142857,1008.9005102040816,mild
2013-03-29,21.25,70.375,5.550000000000001,1009.75,2013,3,29,4,1,0,0.0696954691755385,-1.178571428571427,0.1785714285714448,7.660714285714278,21.55952380952381,23.813775510204078,65.02976190476191,54.86224489795918,4.938095238095239,9.224489795918368,1009.4404761904761,1009.3826530612243,mild
2013-03-30,23.5,54.75,11.1125,1008.625,2013,3,30,5,1,1,0.05428181930846449,2.25,-1.125,-15.625,22.392857142857142,23.26020408163265,62.61309523809524,55.52295918367347,8.02559523809524,9.390561224489797,1009.3154761904761,1009.5255102040816,mild
2013-03-31,23.2,58.0,6.660000000000001,1008.6,2013,3,31,6,1,1,0.05750545310331152,-0.3000000000000007,-0.024999999999977263,3.25,22.649999999999995,22.71734693877551,61.041666666666664,56.84438775510204,7.774166666666667,8.786632653061224,1008.9916666666668,1009.2897959183673,mild
2013-04-01,25.375,45.5,4.4,1008.5,2013,4,1,0,2,0,0.0451165096678235,2.1750000000000007,-0.10000000000002274,-12.5,24.024999999999995,22.985204081632652,52.75,56.84438775510204,7.390833333333333,7.13484693877551,1008.5750000000002,1008.9862244897959,hot
2013-04-02,25.166666666666668,51.0,8.65,1009.5,2013,4,2,1,2,0,0.05052005943536404,-0.20833333333333215,1.0,5.5,24.580555555555552,23.13146258503401,51.5,57.76275510204082,6.57,6.519540816326532,1008.8666666666668,1009.0780612244898,hot
